   6.0000000E+00   2.9018771E+03   1.2003233E+02   2.5789323E+04   3.3430528E-05   4.1947101E-05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.0999999E+00   7.3943204E+02   4.8023096E+01   6.2714160E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6191099E-03   0.0000000E+00   0.0000000E+00
   6.1999998E+00   9.4159732E+02   6.3864870E+01   7.8254751E+03   6.4520127E-03   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.0054717E-01   0.0000000E+00   0.0000000E+00
   6.3000002E+00   1.1817354E+03   9.1209068E+01   9.8252015E+03   2.9891123E-01   6.5076918E-01   3.3101158E-01   0.0000000E+00   1.2416692E+00   1.3574781E-01   1.8201791E-01
   6.4000001E+00   1.4740225E+03   1.0382012E+02   1.2386765E+04   4.8787805E-01   1.6231375E+00   2.2888264E+00   0.0000000E+00   5.4226517E+00   1.0194143E+00   9.7153107E+00
   6.5000000E+00   1.8411341E+03   1.0162370E+02   1.5591892E+04   9.2364786E-01   5.5395637E-01   5.3307093E-01   0.0000000E+00   2.3829033E+01   2.9844364E+00   1.7755833E+01
   6.5999999E+00   2.2933268E+03   4.1593116E+01   1.9641533E+04   3.9853488E+00   1.0168540E+00   1.3503534E+00   0.0000000E+00   6.6013680E+01   4.8057929E+00   1.1254522E+01
   6.6999998E+00   2.7249493E+03   1.0007057E+01   2.4761168E+04   7.7984293E+00   2.8765273E+00   7.0159703E+00   0.0000000E+00   9.5789146E+01   1.0048396E+01   9.7967784E+00
   6.8000002E+00   2.6044340E+03   3.0000416E+00   3.1635834E+04   2.0090399E+01   7.8543146E+00   4.5691108E+01   0.0000000E+00   1.2273656E+02   1.0792228E+01   8.2976471E+00
   6.9000001E+00   2.5947687E+03   7.3650301E-01   4.0681492E+04   1.5096307E+01   1.5579257E+01   7.7000649E+01   0.0000000E+00   1.6832835E+02   8.6341803E+00   4.9969400E+00
   7.0000000E+00   1.1832926E+03   1.8167102E-01   5.2416552E+04   2.0571389E+01   2.8860148E+01   1.2449552E+02   0.0000000E+00   2.9898163E+02   1.0935786E+01   5.1077354E+00
   7.0999999E+00   1.0946798E+03   6.3200456E+00   6.5237381E+04   4.9468485E+01   1.0814534E+02   1.3952370E+02   0.0000000E+00   4.8175685E+02   1.7726592E+01   7.4689270E+00
   7.1999998E+00   5.1221460E+02   6.2026911E-01   8.1507494E+04   1.9329037E+02   7.6988187E+01   2.0594870E+02   0.0000000E+00   6.5215759E+02   3.4158956E+01   6.7245072E+00
   7.3000002E+00   6.4498464E+01   3.4522015E-02   1.0081275E+05   1.7564059E+02   6.9312399E+01   3.8358754E+02   0.0000000E+00   7.9548463E+02   3.1454968E+01   3.6774223E+00
   7.4000001E+00   5.8987852E+01  -1.1397015E-02   1.2367453E+05   2.7595764E+02   1.3890349E+02   5.5767346E+02   0.0000000E+00   8.4496287E+02   4.0816616E-02   0.0000000E+00
   7.5000000E+00   2.2834253E+01   9.4325764E-04   1.5010435E+05   2.7473823E+02   3.1068718E+02   9.3074330E+02   0.0000000E+00   1.3328006E+03   1.1842548E-01   8.9819293E-04
   7.5999999E+00   5.9758285E+01   0.0000000E+00   1.7934828E+05   2.5891837E+02   7.2006167E+02   1.6063706E+03   0.0000000E+00   2.0537891E+03   2.8896338E-01   1.1651919E-01
   7.6999998E+00   1.4976953E+01   0.0000000E+00   2.1528193E+05   1.7877473E+02   1.3312160E+03   2.4042390E+03   2.4666548E-02   3.2318471E+03   9.8601942E-01   9.1879200E-01
