   6.0000000E+00   2.1007563E+03   1.7114466E+02   2.0677199E+04   1.1984653E+03   2.2131487E-04   0.0000000E+00   0.0000000E+00   7.0462065E-01   0.0000000E+00   0.0000000E+00
   6.0999999E+00   5.1554830E+02   4.3864114E+01   5.3666106E+03   2.3258405E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.8157750E+00   0.0000000E+00   0.0000000E+00
   6.1999998E+00   6.1823650E+02   4.9490371E+01   6.6350157E+03   1.9893384E+02   3.4095964E-06   0.0000000E+00   0.0000000E+00   1.4787035E+01   0.0000000E+00   0.0000000E+00
   6.3000002E+00   7.8046534E+02   1.2722577E+01   8.4291374E+03   6.0161410E+01   5.4010058E-06   0.0000000E+00   0.0000000E+00   3.9764559E+01   0.0000000E+00   0.0000000E+00
   6.4000001E+00   8.8988992E+02   2.2479705E+00   1.0692513E+04   5.3416243E-03   0.0000000E+00   0.0000000E+00   0.0000000E+00   8.5239817E+01   7.9801814E+00   2.0074720E-03
   6.5000000E+00   9.7836512E+02   1.5372337E+00   1.3686398E+04   3.4856834E-01   5.9216748E-01   9.7641849E-04   0.0000000E+00   4.2210477E+01   2.7902590E+01   9.1261695E+01
   6.5999999E+00   7.6326237E+02   1.0294319E+00   1.7521558E+04   7.5782980E-01   1.3927637E+00   1.4100703E+00   1.2668333E+00   1.3523678E+01   1.9268848E+01   9.9484680E+01
   6.6999998E+00   2.8183142E+02   7.5496057E-01   2.2402928E+04   1.3314162E+00   1.3062690E+00   2.2789982E+00   1.3693193E+01   2.6491457E+01   3.7874310E+01   8.2421752E+01
   6.8000002E+00   2.0108628E+02   1.0194484E-03   2.7912782E+04   1.4712281E+00   1.3776428E+00   6.6517626E+00   6.9211677E+01   4.3239359E+01   6.0443243E+01   3.7006733E+01
   6.9000001E+00   2.1075885E+02   0.0000000E+00   3.4544433E+04   1.7639136E+00   1.8287486E+00   5.3628565E+00   1.5936082E+02   6.9373857E+01   1.1478280E+02   9.3747866E+00
   7.0000000E+00   1.1020358E+02   6.8218973E-03   4.2741949E+04   1.3876264E+00   1.5933519E+00   9.6092296E+00   2.3056704E+02   1.4117641E+02   1.1910625E+02   3.5542145E+00
   7.0999999E+00  -8.0394884E+00   0.0000000E+00   5.2953839E+04   2.3995325E+00   3.8352006E+00   2.4626925E+02   1.4568489E+02   2.6128171E+02   9.3287823E+01   8.6250224E-01
   7.1999998E+00  -4.2873481E+00   0.0000000E+00   6.4586960E+04   4.6370077E+00   5.4878123E+00   4.0530106E+02   1.2525250E+02   4.4834121E+02   6.0286452E+01   4.0079240E-01
   7.3000002E+00   1.0118007E+00   0.0000000E+00   7.8257344E+04   1.8980446E+01   3.7369864E+01   6.6518172E+02   1.0182849E+02   7.6775845E+02   2.4204065E+00   3.3316790E-01
   7.4000001E+00   1.4678160E+01   0.0000000E+00   9.4795263E+04   1.8760065E+01   3.7487121E+01   1.0581015E+03   5.3185020E+01   9.5834636E+02   1.5750932E+00   9.4494160E-03
   7.5000000E+00   3.8604633E+00   0.0000000E+00   1.1752873E+05   4.6526439E+01   1.2497029E+01   1.6793842E+03   6.1432785E+01   1.4904961E+03   5.3819148E+00   3.3224974E-04
   7.5999999E+00   1.9442174E+01   0.0000000E+00   1.4243313E+05   2.4163205E+02   3.1567036E+01   2.7499077E+03   6.0201928E+01   2.2128799E+03   5.3418425E+00   3.6519798E-03
   7.6999998E+00   4.9779330E+01   0.0000000E+00   1.6898851E+05   1.0631891E+03   9.3038001E+01   3.8409863E+03   8.7138870E+01   3.0525430E+03   5.5818566E+00   3.0573183E-03
   7.8000002E+00   7.2112546E+01   0.0000000E+00   2.0000671E+05   3.0957422E+03   2.7804958E+02   5.5349482E+03   6.0710446E+01   4.6103865E+03   1.1891855E+01   0.0000000E+00
   7.9000001E+00   2.2225419E+02   0.0000000E+00   2.2851276E+05   5.6880730E+03   9.8281339E+02   8.8173841E+03   1.1472169E+02   6.8168417E+03   1.7181909E+01   2.1752373E-02
   8.0000000E+00   2.4475804E+02   0.0000000E+00   2.6767045E+05   6.7597350E+03   2.3655306E+03   1.1326137E+04   2.3784179E+02   9.2756247E+03   1.9136217E+01   0.0000000E+00
   8.1000004E+00   2.5337392E+02   0.0000000E+00   2.6481760E+05   4.0461063E+04   3.3695119E+03   1.7751762E+04   5.3633277E+02   1.2228193E+04   2.8087064E+01   0.0000000E+00
   8.1999998E+00   6.4053687E+02   0.0000000E+00   1.8556430E+05   2.0932576E+05   5.4024595E+03   1.7426029E+04   6.0278891E+02   1.7124054E+04   2.1755240E+01   0.0000000E+00
   8.3000002E+00   2.8926586E+02   0.0000000E+00  -1.2895105E+05   3.4149819E+05   3.6773639E+04   3.2073409E+04   9.4569148E+02   1.1144828E+04   2.9578228E+01   0.0000000E+00
   8.3999996E+00   1.8051868E+02   7.3862211E-04   5.4057769E+04   4.0975369E+05   4.7104080E+04   2.7280808E+04   1.4464492E+03   9.1768555E+03   4.4961034E+00   0.0000000E+00
   8.5000000E+00   7.5546624E+01   0.0000000E+00  -7.7111051E+03   3.9918507E+05   7.1263621E+04   2.2499607E+04   1.4218985E+03   3.0442238E+03   1.0480180E+01   0.0000000E+00
   8.6000004E+00   5.8198875E+00   0.0000000E+00   3.0959691E+04   2.7066244E+05   1.6699332E+05   2.5863634E+04   1.6754647E+03   1.6147999E+03   3.1435079E+00   0.0000000E+00
   8.6999998E+00   0.0000000E+00   0.0000000E+00   6.4826230E+04   8.9177816E+04   2.4183926E+05   2.3063537E+04   2.8526057E+03   6.5329399E+02   6.7040508E-01   0.0000000E+00
   8.8000002E+00   0.0000000E+00   0.0000000E+00  -5.5140038E+04   9.0970453E+04   1.5454944E+05   1.2579865E+04   6.5485172E+02   1.4980015E+03   0.0000000E+00   0.0000000E+00
   8.8999996E+00   0.0000000E+00   0.0000000E+00   3.6646981E+04   6.0732701E+04   1.7780968E+05   2.4089574E+04   1.8254517E+03   1.7090682E+02   0.0000000E+00   0.0000000E+00
