   6.0000000E+00   4.3971128E+03   1.1002098E+02   2.2901445E+04   4.7607780E-06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.0999999E+00   1.1232374E+03   4.7787523E+01   5.9384299E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5780121E-02   0.0000000E+00   0.0000000E+00
   6.1999998E+00   1.4200680E+03   6.1895786E+01   7.4760403E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   8.2156455E-01   0.0000000E+00   0.0000000E+00
   6.3000002E+00   1.8002799E+03   9.5749403E+01   9.4126529E+03   1.5051370E-01   4.2162198E-02   0.0000000E+00   0.0000000E+00   1.8723101E+00   3.3336900E-02   1.0857153E-01
   6.4000001E+00   2.2794092E+03   1.3142295E+02   1.1856591E+04   4.8855689E+00   1.8335030E-01   0.0000000E+00   0.0000000E+00   5.6354150E+00   2.5168947E-01   6.4544378E-01
   6.5000000E+00   2.8850743E+03   1.3666605E+02   1.4928201E+04   1.6739584E+01   1.4514635E+00   0.0000000E+00   0.0000000E+00   1.0321337E+01   2.6971483E-01   1.6005730E-01
   6.5999999E+00   3.5737904E+03   1.1189086E+02   1.8810906E+04   1.5187220E+01   1.0698222E+01   1.9039167E-02   0.0000000E+00   4.3025593E+01   5.4326083E-02   0.0000000E+00
   6.6999998E+00   4.4740283E+03   1.7651277E+01   2.3688869E+04   1.3665318E+01   1.2969060E+01   5.1783457E+00   0.0000000E+00   9.5817592E+01   2.4659956E+00   2.6088663E+00
   6.8000002E+00   5.0702174E+03   1.2851956E+01   2.9866397E+04   1.4394934E+01   9.6399633E+00   8.1774296E+00   0.0000000E+00   1.3813966E+02   8.6783827E+00   8.1249132E+00
   6.9000001E+00   6.1849913E+03   1.0893489E+01   3.7642040E+04   1.2430042E+01   6.8816795E+00   5.0190801E+00   0.0000000E+00   1.8384662E+02   1.2864918E+01   7.4998309E+00
   7.0000000E+00   7.0464398E+03   7.5016589E+00   4.7483973E+04   1.1361018E+01   5.5878889E+00   4.4675258E+00   0.0000000E+00   2.2350495E+02   2.2445447E+01   4.9231731E+00
   7.0999999E+00   6.3101463E+03   1.8111547E+00   6.1343099E+04   7.5560236E+00   4.1427223E+00   3.8169395E+00   0.0000000E+00   2.9226546E+02   2.2995854E+01   1.6981386E+00
   7.1999998E+00   2.3528965E+03   6.4942902E-01   8.0742477E+04   9.5193738E+00   3.1301655E+00   6.9941573E+00   0.0000000E+00   2.9944122E+02   3.9091319E+01   3.9857621E-01
   7.3000002E+00   1.3510553E+03   1.5840335E-01   1.0114295E+05   8.4708655E+00   3.4345463E+00   1.0823131E+01   0.0000000E+00   1.3508304E+02   1.7833407E+01   0.0000000E+00
   7.4000001E+00   5.4731995E+02   5.3463630E-04   1.2437341E+05   1.2026663E+01   6.0695574E+00   1.4210811E+01   0.0000000E+00   2.9343043E+02   1.3062354E-04   0.0000000E+00
   7.5000000E+00   2.8410292E+02   0.0000000E+00   1.5051084E+05   3.4013298E+01   9.1989798E+00   1.8810067E+01   0.0000000E+00   6.3707252E+02   8.7608467E-02   0.0000000E+00
